student_id,academic_year,subject_code,attendance_percentage,participation_score
S538-24,2023-2024,SUB01,81,6
S538-24,2023-2024,SUB04,58,6
S538-24,2023-2024,SUB05,47,6
S540-25,2024-2025,SUB01,76,6
S542-25,2024-2025,SUB01,80,6
S404-25,2024-2025,SUB03,70,4
S544-25,2024-2025,SUB01,80,6
S549-24,2023-2024,SUB05,61,6
S550-24,2023-2024,SUB01,,6
S553-25,2024-2025,SUB01,,6
S901-25,2024-2025,SUB03,70,4
S236-24,2023-2024,SUB03,70,3
S556-24,2023-2024,SUB04,49,6
S558-24,2023-2024,SUB04,64,6
S196-25,2024-2025,SUB02,72,7
S562-24,2023-2024,SUB04,50,6
S564-24,2023-2024,SUB04,77,6
S565-24,2023-2024,SUB05,59,6
S186-24,2023-2024,SUB02,72,7
S945-25,2024-2025,SUB02,72,8
S569-24,2023-2024,SUB05,93,6
S564-24,2023-2024,SUB02,72,7
S967-24,2023-2024,SUB02,72,7
S574-25,2024-2025,SUB01,82,6
S576-24,2023-2024,SUB04,52,6
S577-24,2023-2024,SUB05,74,6
S578-25,2024-2025,SUB01,51,6
S263-24,2023-2024,SUB02,72,6
S415-24,2023-2024,SUB02,72,6
S582-25,2024-2025,SUB01,48,6
S494-24,2023-2024,SUB03,70,3
S586-25,2024-2025,SUB05,44,6
S590-24,2023-2024,SUB04,55,6
S590-24,2023-2024,SUB05,71,6
S736-24,2023-2024,SUB02,72,6
S959-24,2023-2024,SUB02,72,5
S677-25,2024-2025,SUB03,70,3
S601-25,2024-2025,SUB04,49,6
S598-25,2024-2025,SUB02,72,4
S603-25,2024-2025,SUB05,44,6
S608-24,2023-2024,SUB04,,6
S821-24,2023-2024,SUB03,70,3
S730-24,2023-2024,SUB02,72,4
S611-24,2023-2024,SUB04,60,6
S611-24,2023-2024,SUB05,91,6
S612-25,2024-2025,SUB01,89,6
S867-24,2023-2024,SUB02,72,3
S612-25,2024-2025,SUB04,52,6
S612-25,2024-2025,SUB05,50,6
S615-24,2023-2024,SUB05,80,6
S617-24,2023-2024,SUB01,48,6
S619-24,2023-2024,SUB05,44,6
S168-25,2024-2025,SUB02,72,2
S246-25,2024-2025,SUB03,70,2
S627-25,2024-2025,SUB01,64,6
S671-24,2023-2024,SUB03,70,2
S630-24,2023-2024,SUB04,,6
S631-25,2024-2025,SUB01,90,6
S633-25,2024-2025,SUB05,66,6
S413-25,2024-2025,SUB02,72,2
S512-24,2023-2024,SUB02,71,7
S884-25,2024-2025,SUB03,70,2
S640-24,2023-2024,SUB01,40,6
S644-24,2023-2024,SUB01,93,6
S650-25,2024-2025,SUB01,93,6
S879-25,2024-2025,SUB02,71,7
S651-24,2023-2024,SUB04,92,6
S651-24,2023-2024,SUB05,50,6
S944-25,2024-2025,SUB02,71,7
S165-25,2024-2025,SUB02,71,7
S653-24,2023-2024,SUB05,94,6
S654-25,2024-2025,SUB01,61,6
S654-25,2024-2025,SUB05,43,6
S905-24,2023-2024,SUB03,70,
S661-25,2024-2025,SUB01,42,6
S812-24,2023-2024,SUB03,69,7
S663-24,2023-2024,SUB04,51,6
S663-24,2023-2024,SUB05,65,6
S294-25,2024-2025,SUB03,69,8
S666-24,2023-2024,SUB04,51,6
S674-25,2024-2025,SUB01,,6
S675-24,2023-2024,SUB05,68,6
S722-24,2023-2024,SUB02,71,7
S190-24,2023-2024,SUB03,69,7
S681-25,2024-2025,SUB01,51,6
S608-24,2023-2024,SUB03,69,7
S682-25,2024-2025,SUB05,83,6
S684-24,2023-2024,SUB04,86,6
S014-24,2023-2024,SUB02,71,6
S687-24,2023-2024,SUB01,71,6
S687-24,2023-2024,SUB04,89,6
S689-25,2024-2025,SUB04,40,6
S689-25,2024-2025,SUB05,47,6
S690-25,2024-2025,SUB01,,6
S692-24,2023-2024,SUB01,92,6
S602-24,2023-2024,SUB03,69,6
S693-25,2024-2025,SUB01,84,6
S694-24,2023-2024,SUB01,52,6
S695-24,2023-2024,SUB01,80,6
S163-25,2024-2025,SUB02,71,6
S695-24,2023-2024,SUB04,62,6
S179-24,2023-2024,SUB02,71,6
S700-25,2024-2025,SUB04,64,6
S701-24,2023-2024,SUB01,89,6
S702-24,2023-2024,SUB01,89,6
S446-24,2023-2024,SUB03,69,5
S705-24,2023-2024,SUB05,62,6
S709-24,2023-2024,SUB04,59,6
S709-24,2023-2024,SUB05,68,6
S713-25,2024-2025,SUB04,86,6
S390-25,2024-2025,SUB02,71,6
S716-25,2024-2025,SUB04,43,6
S534-24,2023-2024,SUB02,71,6
S718-24,2023-2024,SUB05,69,6
S720-25,2024-2025,SUB04,82,6
S722-24,2023-2024,SUB05,41,6
S724-24,2023-2024,SUB05,74,6
S726-25,2024-2025,SUB01,83,6
S726-25,2024-2025,SUB05,95,6
S727-24,2023-2024,SUB05,76,6
S729-24,2023-2024,SUB01,50,6
S788-25,2024-2025,SUB02,71,5
S664-25,2024-2025,SUB03,69,5
S982-24,2023-2024,SUB02,71,5
S736-24,2023-2024,SUB04,62,6
S737-25,2024-2025,SUB01,93,6
S516-25,2024-2025,SUB03,69,3
S669-25,2024-2025,SUB02,71,4
S747-25,2024-2025,SUB01,57,6
S750-24,2023-2024,SUB01,45,6
S751-24,2023-2024,SUB05,83,6
S822-24,2023-2024,SUB03,69,3
S752-25,2024-2025,SUB04,85,6
S984-25,2024-2025,SUB02,71,4
S755-25,2024-2025,SUB01,63,6
S484-24,2023-2024,SUB02,71,3
S759-24,2023-2024,SUB05,68,6
S886-24,2023-2024,SUB02,71,3
S023-25,2024-2025,SUB03,69,2
S761-24,2023-2024,SUB05,44,6
S283-24,2023-2024,SUB02,71,2
S762-24,2023-2024,SUB05,,6
S767-25,2024-2025,SUB01,90,6
S767-25,2024-2025,SUB04,47,6
S926-24,2023-2024,SUB02,71,2
S770-24,2023-2024,SUB05,60,6
S774-25,2024-2025,SUB01,60,6
S775-24,2023-2024,SUB05,78,6
S725-24,2023-2024,SUB03,69,2
S782-25,2024-2025,SUB05,91,6
S783-24,2023-2024,SUB05,62,6
S784-24,2023-2024,SUB01,75,6
S181-25,2024-2025,SUB02,70,7
S866-25,2024-2025,SUB03,69,2
S788-25,2024-2025,SUB05,67,6
S789-25,2024-2025,SUB05,90,6
S327-24,2023-2024,SUB03,69,
S209-24,2023-2024,SUB02,70,7
S051-25,2024-2025,SUB03,68,7
S795-24,2023-2024,SUB05,81,6
S301-24,2023-2024,SUB03,68,7
S798-24,2023-2024,SUB05,85,6
S799-24,2023-2024,SUB01,40,6
S334-24,2023-2024,SUB03,68,7
S804-25,2024-2025,SUB05,52,6
S805-25,2024-2025,SUB04,87,6
S805-25,2024-2025,SUB05,85,6
S456-24,2023-2024,SUB03,68,7
S806-25,2024-2025,SUB04,70,6
S809-24,2023-2024,SUB05,83,6
S812-24,2023-2024,SUB05,93,6
S633-25,2024-2025,SUB03,68,7
S814-24,2023-2024,SUB04,48,6
S815-24,2023-2024,SUB05,41,6
S645-24,2023-2024,SUB02,70,7
S820-25,2024-2025,SUB05,82,6
S149-25,2024-2025,SUB03,68,8
S824-24,2023-2024,SUB04,76,6
S825-24,2023-2024,SUB01,93,6
S819-24,2023-2024,SUB02,70,7
S209-24,2023-2024,SUB02,70,7
S835-24,2023-2024,SUB01,46,6
S454-25,2024-2025,SUB03,68,8
S837-24,2023-2024,SUB04,44,6
S823-25,2024-2025,SUB03,68,8
S984-25,2024-2025,SUB03,68,8
S433-24,2023-2024,SUB02,70,8
S843-24,2023-2024,SUB05,,6
S848-24,2023-2024,SUB01,40,6
S850-25,2024-2025,SUB05,90,6
S851-25,2024-2025,SUB01,89,6
S428-24,2023-2024,SUB03,68,6
S515-24,2023-2024,SUB03,68,6
S854-24,2023-2024,SUB04,85,6
S854-24,2023-2024,SUB05,46,6
S855-24,2023-2024,SUB04,61,6
S901-25,2024-2025,SUB02,70,8
S857-24,2023-2024,SUB04,57,6
S262-24,2023-2024,SUB02,70,7
S215-24,2023-2024,SUB03,68,5
S861-24,2023-2024,SUB01,87,6
S861-24,2023-2024,SUB04,48,6
S862-24,2023-2024,SUB04,59,6
S864-24,2023-2024,SUB04,46,6
S865-24,2023-2024,SUB04,74,6
S233-25,2024-2025,SUB03,68,5
S975-25,2024-2025,SUB03,68,5
S868-24,2023-2024,SUB04,43,6
S753-25,2024-2025,SUB03,68,4
S872-25,2024-2025,SUB05,70,6
S873-25,2024-2025,SUB01,78,6
S098-25,2024-2025,SUB03,68,3
S874-24,2023-2024,SUB04,89,6
S426-25,2024-2025,SUB02,70,7
S191-25,2024-2025,SUB03,68,3
S208-25,2024-2025,SUB03,68,3
S889-24,2023-2024,SUB01,55,6
S889-24,2023-2024,SUB04,66,6
S890-25,2024-2025,SUB01,51,6
S890-25,2024-2025,SUB04,58,6
S895-24,2023-2024,SUB01,54,6
S720-25,2024-2025,SUB02,70,7
S897-25,2024-2025,SUB05,85,6
S941-24,2023-2024,SUB02,70,7
S899-24,2023-2024,SUB05,52,6
S317-24,2023-2024,SUB03,68,
S902-24,2023-2024,SUB04,44,6
S904-24,2023-2024,SUB01,44,6
S908-25,2024-2025,SUB04,83,6
S908-25,2024-2025,SUB05,69,6
S308-25,2024-2025,SUB02,70,6
S909-25,2024-2025,SUB05,40,6
S910-25,2024-2025,SUB05,69,6
S911-25,2024-2025,SUB01,95,6
S911-25,2024-2025,SUB04,81,6
S917-25,2024-2025,SUB01,73,6
S640-24,2023-2024,SUB03,68,
S918-25,2024-2025,SUB01,92,6
S919-24,2023-2024,SUB01,88,6
S328-24,2023-2024,SUB02,70,6
S942-24,2023-2024,SUB02,70,6
S429-24,2023-2024,SUB02,70,5
S790-24,2023-2024,SUB02,70,5
S042-24,2023-2024,SUB03,67,7
S438-24,2023-2024,SUB03,67,7
S762-24,2023-2024,SUB03,67,7
S931-24,2023-2024,SUB04,85,6
S023-25,2024-2025,SUB02,70,4
S934-24,2023-2024,SUB04,82,6
S935-24,2023-2024,SUB01,,6
S816-24,2023-2024,SUB03,67,7
S938-24,2023-2024,SUB05,43,6
S940-25,2024-2025,SUB05,86,6
S941-24,2023-2024,SUB05,58,6
S623-24,2023-2024,SUB02,70,4
S942-24,2023-2024,SUB05,51,6
S944-25,2024-2025,SUB01,57,6
S008-24,2023-2024,SUB03,67,8
S945-25,2024-2025,SUB05,70,6
S946-24,2023-2024,SUB04,44,6
S301-24,2023-2024,SUB02,70,3
S950-24,2023-2024,SUB04,55,6
S952-25,2024-2025,SUB04,56,6
S954-24,2023-2024,SUB01,88,6
S388-25,2024-2025,SUB02,70,3
S963-25,2024-2025,SUB04,66,6
S607-25,2024-2025,SUB02,70,3
S613-25,2024-2025,SUB02,70,3
S970-25,2024-2025,SUB01,68,6
S778-24,2023-2024,SUB02,70,2
S244-25,2024-2025,SUB02,70,
S974-24,2023-2024,SUB01,82,6
S974-24,2023-2024,SUB04,83,6
S975-25,2024-2025,SUB01,65,6
S978-25,2024-2025,SUB05,60,6
S980-25,2024-2025,SUB01,55,6
S982-24,2023-2024,SUB01,,6
S356-24,2023-2024,SUB03,67,8
S984-25,2024-2025,SUB04,44,6
S987-24,2023-2024,SUB04,69,6
S992-25,2024-2025,SUB01,80,6
S995-25,2024-2025,SUB05,70,6
S996-24,2023-2024,SUB04,88,6
S077-24,2023-2024,SUB02,69,7
S1000-25,2024-2025,SUB05,89,6
S360-24,2023-2024,SUB03,67,8
S080-25,2024-2025,SUB04,66,6
S392-24,2023-2024,SUB04,65,6
S507-25,2024-2025,SUB03,67,7
S644-24,2023-2024,SUB02,69,7
S005-24,2023-2024,SUB01,90,5
S005-24,2023-2024,SUB04,67,5
S006-25,2024-2025,SUB01,45,5
S093-24,2023-2024,SUB02,69,7
S665-24,2023-2024,SUB03,67,7
S008-24,2023-2024,SUB01,74,5
S686-25,2024-2025,SUB02,69,6
S009-24,2023-2024,SUB05,50,5
S012-24,2023-2024,SUB04,53,5
S014-24,2023-2024,SUB01,59,5
S015-24,2023-2024,SUB04,84,5
S017-25,2024-2025,SUB01,83,5
S017-25,2024-2025,SUB05,56,5
S202-25,2024-2025,SUB02,69,4
S021-25,2024-2025,SUB04,65,5
S023-25,2024-2025,SUB04,66,5
S024-25,2024-2025,SUB04,71,5
S025-25,2024-2025,SUB04,80,5
S026-24,2023-2024,SUB05,93,5
S275-25,2024-2025,SUB02,69,4
S895-24,2023-2024,SUB03,67,5
S030-25,2024-2025,SUB01,49,5
S080-25,2024-2025,SUB03,67,4
S031-24,2023-2024,SUB05,83,5
S034-24,2023-2024,SUB01,74,5
S351-25,2024-2025,SUB02,69,4
S035-25,2024-2025,SUB01,90,5
S035-25,2024-2025,SUB04,64,5
S615-24,2023-2024,SUB02,69,4
S262-24,2023-2024,SUB03,67,4
S036-24,2023-2024,SUB05,51,5
S690-25,2024-2025,SUB02,69,4
S040-25,2024-2025,SUB01,86,5
S040-25,2024-2025,SUB04,63,5
S040-25,2024-2025,SUB05,74,5
S041-25,2024-2025,SUB05,87,5
S308-25,2024-2025,SUB03,67,4
S939-24,2023-2024,SUB03,67,4
S636-25,2024-2025,SUB03,67,3
S117-25,2024-2025,SUB02,69,3
S045-25,2024-2025,SUB04,61,5
S506-25,2024-2025,SUB03,66,7
S053-24,2023-2024,SUB04,77,5
S638-25,2024-2025,SUB03,66,7
S059-24,2023-2024,SUB04,,5
S522-24,2023-2024,SUB03,66,6
S066-25,2024-2025,SUB05,63,5
S272-24,2023-2024,SUB02,69,3
S621-24,2023-2024,SUB03,66,6
S373-24,2023-2024,SUB02,69,2
S074-25,2024-2025,SUB05,78,5
S075-25,2024-2025,SUB04,93,5
S078-24,2023-2024,SUB05,48,5
S079-25,2024-2025,SUB01,45,5
S254-25,2024-2025,SUB03,66,5
S081-25,2024-2025,SUB04,50,5
S081-25,2024-2025,SUB05,63,5
S085-24,2023-2024,SUB01,79,5
S087-24,2023-2024,SUB01,85,5
S088-24,2023-2024,SUB04,87,5
S591-24,2023-2024,SUB02,69,2
S090-25,2024-2025,SUB05,67,5
S931-24,2023-2024,SUB02,68,7
S093-24,2023-2024,SUB01,70,5
S094-24,2023-2024,SUB04,83,5
S126-25,2024-2025,SUB02,68,7
S096-25,2024-2025,SUB05,81,5
S097-24,2023-2024,SUB05,84,5
S344-24,2023-2024,SUB03,66,5
S098-25,2024-2025,SUB04,92,5
S099-24,2023-2024,SUB04,72,5
S162-24,2023-2024,SUB02,68,7
S103-25,2024-2025,SUB05,60,5
S737-25,2024-2025,SUB02,68,7
S106-25,2024-2025,SUB04,52,5
S109-25,2024-2025,SUB05,85,5
S110-24,2023-2024,SUB01,58,5
S114-24,2023-2024,SUB01,50,5
S878-25,2024-2025,SUB03,66,5
S764-24,2023-2024,SUB02,68,7
S919-24,2023-2024,SUB03,66,5
S120-25,2024-2025,SUB01,72,5
S398-25,2024-2025,SUB03,66,3
S120-25,2024-2025,SUB04,43,5
S121-25,2024-2025,SUB01,94,5
S855-24,2023-2024,SUB03,66,3
S237-24,2023-2024,SUB02,68,5
S127-25,2024-2025,SUB01,58,5
S127-25,2024-2025,SUB05,82,5
S128-25,2024-2025,SUB01,,5
S884-25,2024-2025,SUB02,68,5
S134-24,2023-2024,SUB04,54,5
S206-25,2024-2025,SUB03,66,2
S136-25,2024-2025,SUB04,70,5
S764-24,2023-2024,SUB03,66,
S137-24,2023-2024,SUB04,49,5
S138-24,2023-2024,SUB01,83,5
S269-24,2023-2024,SUB02,68,4
S115-24,2023-2024,SUB03,65,7
S143-25,2024-2025,SUB04,67,5
S145-25,2024-2025,SUB01,62,5
S449-25,2024-2025,SUB03,65,7
S151-24,2023-2024,SUB01,85,5
S153-25,2024-2025,SUB04,37,5
S153-25,2024-2025,SUB05,56,5
S585-24,2023-2024,SUB03,65,7
S473-25,2024-2025,SUB02,68,4
S239-24,2023-2024,SUB03,65,8
S255-25,2024-2025,SUB03,65,8
S160-25,2024-2025,SUB01,70,5
S583-24,2023-2024,SUB02,68,4
S169-24,2023-2024,SUB01,85,5
S174-24,2023-2024,SUB04,52,5
S174-24,2023-2024,SUB05,73,5
S476-25,2024-2025,SUB03,65,8
S178-25,2024-2025,SUB01,63,5
S180-25,2024-2025,SUB05,77,5
S047-24,2023-2024,SUB03,65,7
S183-24,2023-2024,SUB01,80,5
S183-24,2023-2024,SUB04,61,5
S002-25,2024-2025,SUB03,65,6
S184-24,2023-2024,SUB05,45,5
S190-24,2023-2024,SUB01,81,5
S392-24,2023-2024,SUB02,68,3
S045-25,2024-2025,SUB03,65,6
S734-25,2024-2025,SUB02,68,2
S193-25,2024-2025,SUB05,51,5
S195-25,2024-2025,SUB01,56,5
S196-25,2024-2025,SUB05,63,5
S197-25,2024-2025,SUB01,70,5
S198-24,2023-2024,SUB05,76,5
S216-24,2023-2024,SUB02,67,7
S201-24,2023-2024,SUB01,51,5
S204-24,2023-2024,SUB04,54,5
S205-25,2024-2025,SUB05,71,5
S096-25,2024-2025,SUB03,65,5
S207-25,2024-2025,SUB04,86,5
S367-24,2023-2024,SUB02,67,7
S211-25,2024-2025,SUB05,79,5
S759-24,2023-2024,SUB02,67,7
S214-25,2024-2025,SUB01,92,5
S269-24,2023-2024,SUB03,65,5
S217-25,2024-2025,SUB04,63,5
S283-24,2023-2024,SUB03,65,5
S684-24,2023-2024,SUB03,65,4
S147-25,2024-2025,SUB03,65,3
S388-25,2024-2025,SUB03,65,3
S230-24,2023-2024,SUB05,81,5
S989-24,2023-2024,SUB02,67,7
S234-24,2023-2024,SUB05,75,5
S236-24,2023-2024,SUB05,79,5
S237-24,2023-2024,SUB01,86,5
S335-24,2023-2024,SUB02,67,8
S239-24,2023-2024,SUB05,47,5
S712-25,2024-2025,SUB02,67,8
S241-25,2024-2025,SUB01,47,5
S241-25,2024-2025,SUB05,71,5
S542-25,2024-2025,SUB03,65,3
S245-25,2024-2025,SUB01,74,5
S251-25,2024-2025,SUB03,65,2
S248-25,2024-2025,SUB01,83,5
S811-25,2024-2025,SUB02,67,8
S249-25,2024-2025,SUB05,61,5
S128-25,2024-2025,SUB03,65,
S250-25,2024-2025,SUB04,90,5
S694-24,2023-2024,SUB02,67,7
S260-24,2023-2024,SUB01,68,5
S849-24,2023-2024,SUB02,67,7
S266-25,2024-2025,SUB01,47,5
S266-25,2024-2025,SUB04,55,5
S271-25,2024-2025,SUB05,92,5
S274-25,2024-2025,SUB05,85,5
S276-25,2024-2025,SUB01,44,5
S277-24,2023-2024,SUB01,50,5
S580-25,2024-2025,SUB02,67,6
S670-25,2024-2025,SUB03,65,
S278-24,2023-2024,SUB01,46,5
S279-24,2023-2024,SUB01,40,5
S716-25,2024-2025,SUB02,67,6
S279-24,2023-2024,SUB04,75,5
S280-24,2023-2024,SUB01,87,5
S092-25,2024-2025,SUB02,67,5
S249-25,2024-2025,SUB02,67,5
S284-24,2023-2024,SUB01,78,5
S503-25,2024-2025,SUB02,67,5
S090-25,2024-2025,SUB03,64,7
S284-24,2023-2024,SUB04,40,5
S618-25,2024-2025,SUB02,67,5
S291-24,2023-2024,SUB01,73,5
S160-25,2024-2025,SUB03,64,7
S640-24,2023-2024,SUB02,67,5
S310-25,2024-2025,SUB03,64,8
S297-24,2023-2024,SUB04,70,5
S470-25,2024-2025,SUB03,64,8
S299-25,2024-2025,SUB05,81,5
S307-24,2023-2024,SUB05,44,5
S310-25,2024-2025,SUB01,41,5
S310-25,2024-2025,SUB05,58,5
S894-25,2024-2025,SUB03,64,8
S317-24,2023-2024,SUB04,,5
S319-25,2024-2025,SUB01,44,5
S896-25,2024-2025,SUB03,64,8
S319-25,2024-2025,SUB04,57,5
S576-24,2023-2024,SUB02,67,4
S408-25,2024-2025,SUB03,64,7
S863-25,2024-2025,SUB02,67,3
S536-24,2023-2024,SUB03,64,7
S334-24,2023-2024,SUB05,74,5
S335-24,2023-2024,SUB04,90,5
S344-24,2023-2024,SUB01,64,5
S344-24,2023-2024,SUB05,91,5
S345-25,2024-2025,SUB01,73,5
S346-25,2024-2025,SUB05,71,5
S350-25,2024-2025,SUB05,57,5
S078-24,2023-2024,SUB03,64,5
S357-24,2023-2024,SUB04,73,5
S357-24,2023-2024,SUB05,91,5
S358-25,2024-2025,SUB04,43,5
S360-24,2023-2024,SUB05,,5
S364-24,2023-2024,SUB05,62,5
S986-25,2024-2025,SUB02,67,3
S366-25,2024-2025,SUB05,54,5
S242-25,2024-2025,SUB02,67,2
S370-25,2024-2025,SUB05,49,5
S371-24,2023-2024,SUB04,58,5
S373-24,2023-2024,SUB01,75,5
S373-24,2023-2024,SUB05,64,5
S374-25,2024-2025,SUB01,56,5
S374-25,2024-2025,SUB04,70,5
S375-24,2023-2024,SUB01,81,5
S578-25,2024-2025,SUB02,67,2
S375-24,2023-2024,SUB04,95,5
S376-25,2024-2025,SUB05,61,5
S258-25,2024-2025,SUB02,66,7
S094-24,2023-2024,SUB03,64,5
S379-24,2023-2024,SUB04,78,5
S380-25,2024-2025,SUB05,90,5
S183-24,2023-2024,SUB03,64,5
S387-25,2024-2025,SUB05,49,5
S547-25,2024-2025,SUB03,64,5
S390-25,2024-2025,SUB01,,5
S707-25,2024-2025,SUB03,64,5
S391-24,2023-2024,SUB05,94,5
S393-25,2024-2025,SUB04,80,5
S393-25,2024-2025,SUB05,90,5
S156-25,2024-2025,SUB02,66,7
S781-24,2023-2024,SUB03,64,5
S399-25,2024-2025,SUB05,65,5
S404-25,2024-2025,SUB05,76,5
S406-24,2023-2024,SUB04,41,5
S475-24,2023-2024,SUB02,66,8
S408-25,2024-2025,SUB04,94,5
S976-25,2024-2025,SUB03,64,4
S410-25,2024-2025,SUB05,73,5
S798-24,2023-2024,SUB02,66,8
S414-25,2024-2025,SUB05,,5
S415-24,2023-2024,SUB05,45,5
S416-24,2023-2024,SUB05,51,5
S605-25,2024-2025,SUB03,64,3
S421-24,2023-2024,SUB04,46,5
S423-25,2024-2025,SUB05,73,5
S070-25,2024-2025,SUB02,66,7
S430-24,2023-2024,SUB01,33,5
S432-25,2024-2025,SUB01,79,5
S434-24,2023-2024,SUB01,59,5
S436-25,2024-2025,SUB01,94,5
S436-25,2024-2025,SUB04,74,5
S075-25,2024-2025,SUB03,64,2
S333-25,2024-2025,SUB03,64,2
S441-24,2023-2024,SUB05,86,5
S442-25,2024-2025,SUB01,44,5
S846-25,2024-2025,SUB02,66,7
S447-25,2024-2025,SUB04,90,5
S449-25,2024-2025,SUB04,55,5
S002-25,2024-2025,SUB02,66,5
S451-25,2024-2025,SUB01,80,5
S457-25,2024-2025,SUB03,64,2
S451-25,2024-2025,SUB05,60,5
S612-25,2024-2025,SUB03,64,2
S455-25,2024-2025,SUB04,56,5
S455-25,2024-2025,SUB05,85,5
S456-24,2023-2024,SUB05,61,5
S457-25,2024-2025,SUB01,83,5
S458-24,2023-2024,SUB04,66,5
S458-24,2023-2024,SUB05,40,5
S558-24,2023-2024,SUB02,66,4
S632-25,2024-2025,SUB03,64,2
S684-24,2023-2024,SUB02,66,4
S467-24,2023-2024,SUB04,64,5
S467-24,2023-2024,SUB05,95,5
S468-25,2024-2025,SUB04,91,5
S115-24,2023-2024,SUB02,66,2
S475-24,2023-2024,SUB04,90,5
S477-25,2024-2025,SUB01,91,5
S477-25,2024-2025,SUB05,95,5
S479-25,2024-2025,SUB01,50,5
S927-24,2023-2024,SUB03,64,0
S214-25,2024-2025,SUB02,66,2
S497-24,2023-2024,SUB03,64,
S815-24,2023-2024,SUB03,63,7
S455-25,2024-2025,SUB02,66,2
S922-25,2024-2025,SUB03,63,7
S971-24,2023-2024,SUB03,63,7
S494-24,2023-2024,SUB05,88,5
S495-25,2024-2025,SUB05,76,5
S570-24,2023-2024,SUB02,66,
S973-25,2024-2025,SUB03,63,7
S497-24,2023-2024,SUB05,94,5
S042-24,2023-2024,SUB02,65,7
S502-24,2023-2024,SUB01,,5
S502-24,2023-2024,SUB05,62,5
S590-24,2023-2024,SUB02,65,7
S598-25,2024-2025,SUB03,63,8
S503-25,2024-2025,SUB04,80,5
S328-24,2023-2024,SUB03,63,7
S662-24,2023-2024,SUB02,65,7
S765-25,2024-2025,SUB02,65,8
S511-24,2023-2024,SUB05,76,5
S332-25,2024-2025,SUB03,63,7
S514-24,2023-2024,SUB04,53,5
S424-25,2024-2025,SUB03,63,7
S627-25,2024-2025,SUB03,63,6
S517-25,2024-2025,SUB04,74,5
S519-25,2024-2025,SUB05,72,5
S201-24,2023-2024,SUB03,63,5
S526-25,2024-2025,SUB04,94,5
S526-25,2024-2025,SUB05,64,5
S527-25,2024-2025,SUB05,72,5
S796-24,2023-2024,SUB03,63,5
S162-24,2023-2024,SUB03,63,4
S535-24,2023-2024,SUB01,66,5
S904-24,2023-2024,SUB03,63,4
S667-25,2024-2025,SUB02,65,7
S541-25,2024-2025,SUB04,56,5
S713-25,2024-2025,SUB02,55,7
S544-25,2024-2025,SUB04,,5
S544-25,2024-2025,SUB05,68,5
S545-24,2023-2024,SUB01,84,5
S421-24,2023-2024,SUB03,63,3
S546-24,2023-2024,SUB04,66,5
S546-24,2023-2024,SUB05,49,5
S548-24,2023-2024,SUB05,57,5
S551-24,2023-2024,SUB01,50,5
S552-25,2024-2025,SUB01,56,5
S669-25,2024-2025,SUB03,63,
S554-25,2024-2025,SUB04,65,5
S873-25,2024-2025,SUB02,55,7
S556-24,2023-2024,SUB05,,5
S470-25,2024-2025,SUB02,55,6
S572-24,2023-2024,SUB02,55,6
S710-25,2024-2025,SUB03,63,
S561-24,2023-2024,SUB04,45,5
S594-25,2024-2025,SUB02,55,6
S563-24,2023-2024,SUB04,50,5
S564-24,2023-2024,SUB01,61,5
S332-25,2024-2025,SUB02,55,5
S748-25,2024-2025,SUB03,63,
S646-25,2024-2025,SUB02,55,5
S569-24,2023-2024,SUB04,43,5
S700-25,2024-2025,SUB03,62,7
S575-25,2024-2025,SUB05,61,5
S578-25,2024-2025,SUB04,92,5
S578-25,2024-2025,SUB05,40,5
S548-24,2023-2024,SUB02,55,4
S579-25,2024-2025,SUB04,49,5
S674-25,2024-2025,SUB02,55,4
S582-25,2024-2025,SUB05,51,5
S585-24,2023-2024,SUB01,91,5
S962-25,2024-2025,SUB03,62,7
S587-25,2024-2025,SUB01,56,5
S587-25,2024-2025,SUB05,79,5
S589-25,2024-2025,SUB01,61,5
S589-25,2024-2025,SUB04,43,5
S593-24,2023-2024,SUB01,55,5
S593-24,2023-2024,SUB04,40,5
S433-24,2023-2024,SUB03,62,8
S925-25,2024-2025,SUB03,62,8
S016-25,2024-2025,SUB02,55,3
S597-25,2024-2025,SUB01,50,5
S598-25,2024-2025,SUB04,76,5
S771-25,2024-2025,SUB02,55,3
S261-24,2023-2024,SUB02,55,2
S601-25,2024-2025,SUB05,72,5
S602-24,2023-2024,SUB04,42,5
S245-25,2024-2025,SUB02,55,
S485-25,2024-2025,SUB03,62,7
S608-24,2023-2024,SUB05,77,5
S609-25,2024-2025,SUB05,85,5
S610-25,2024-2025,SUB04,94,5
S614-24,2023-2024,SUB01,84,5
S616-25,2024-2025,SUB04,79,5
S463-24,2023-2024,SUB02,55,7
S618-25,2024-2025,SUB04,55,5
S621-24,2023-2024,SUB01,95,5
S896-25,2024-2025,SUB02,55,7
S622-24,2023-2024,SUB01,88,5
S241-25,2024-2025,SUB03,62,6
S623-24,2023-2024,SUB05,77,5
S625-25,2024-2025,SUB04,57,5
S144-24,2023-2024,SUB02,55,6
S628-24,2023-2024,SUB04,63,5
S350-25,2024-2025,SUB03,62,6
S252-24,2023-2024,SUB02,55,6
S636-25,2024-2025,SUB05,43,5
S638-25,2024-2025,SUB05,51,5
S369-25,2024-2025,SUB02,55,6
S645-24,2023-2024,SUB04,44,5
S537-24,2023-2024,SUB02,55,6
S647-25,2024-2025,SUB04,63,5
S647-25,2024-2025,SUB05,48,5
