student_id,academic_year,dropout_flag,dropout_date,dropout_stage,dropout_reason,overall_attendance_percentage,family_income_band,academic_score,institution_code,age_at_enrollment,gender
H572-22,2021-2022,1,01-10-2021,Mid,Health,32,High,41,INST02,23,MALE
H1105-23,2022-2023,0,,,,83,Low,55,INST02,22,MALE
H823-22,2021-2022,1,16-03-2022,Early,Personal,32,,41,INST01,25,Female
H401-23,2022-2023,1,30-12-2021,Late,Financial,30,Medium,41,INST02,21,male
H1655-23,2022-2023,1,02-07-2021,Late,Academic,30,Low,41,INST01,17,MALE
H1109-23,2022-2023,0,,,,85,Medium,37,INST01,17,male
H1110-21,2020-2021,0,,,,93,Medium,37,INST01,24,male
H1111-23,2022-2023,0,,,,60,Medium,40,INST02,23,Male
H487-23,2022-2023,1,11-01-2022,Late,Personal,26,Medium,41,INST02,17,male
H1113-23,2022-2023,0,,,,79,Medium,40,INST01,19,female
H606-22,2021-2022,1,19-07-2021,Late,Financial,26,High,41,INST02,23,male
H1115-21,2020-2021,0,,,,85,Low,59,INST01,23,MALE
H1116-23,2022-2023,0,,,,78,Medium,40,INST01,18,Male
H297-23,2022-2023,1,18-10-2021,Early,Financial,25,High,41,INST02,25,female
H1537-21,2020-2021,1,03-01-2022,Late,Personal,25,Medium,41,INST01,18,male
H1941-22,2021-2022,1,17-06-2021,Late,Financial,25,High,41,INST01,17,MALE
H1120-23,2022-2023,0,,,,84,High,36,INST01,19,female
H1121-21,2020-2021,0,,,,51,Medium,44,INST02,18,Female
H1114-21,2020-2021,1,20-11-2021,Mid,Personal,55,Medium,40,INST01,21,Female
H1002-23,2022-2023,1,01-09-2021,Late,Academic,54,Medium,40,INST02,24,FEMALE
H659-23,2022-2023,1,05-06-2021,Mid,Personal,51,Medium,40,INST02,18,FEMALE
H1125-23,2022-2023,0,,,,52,Low,59,INST02,19,Male
H1197-21,2020-2021,1,11-10-2021,Late,Health,51,High,40,INST02,17,MALE
H1127-23,2022-2023,0,,,,65,High,52,INST02,20,Female
H1128-21,2020-2021,0,,,,87,Low,87,INST01,24,MALE
H1129-21,2020-2021,0,,,,43,,46,INST01,22,FEMALE
H1754-23,2022-2023,1,08-08-2021,Late,Health,50,High,40,INST01,24,
H1131-23,2022-2023,0,,,,95,,45,INST02,19,Male
H1659-23,2022-2023,1,23-06-2021,Late,Academic,49,Medium,40,INST02,18,MALE
H1198-21,2020-2021,1,10-12-2021,Mid,Financial,48,High,40,INST01,23,female
H517-23,2022-2023,1,09-07-2021,Late,Financial,47,High,40,INST01,25,male
H1801-21,2020-2021,1,22-03-2022,Late,Health,47,High,40,INST01,22,male
H1136-21,2020-2021,0,,,,30,Low,72,INST01,18,FEMALE
H1137-22,2021-2022,0,,,,48,High,83,INST01,21,MALE
H1138-22,2021-2022,0,,,,95,Low,36,INST02,25,male
H1139-21,2020-2021,0,,,,89,High,58,INST01,24,FEMALE
H1140-23,2022-2023,0,,,,85,Medium,61,INST01,22,female
H1141-22,2021-2022,0,,,,36,Low,86,INST02,24,male
H1895-22,2021-2022,1,23-10-2021,Early,Academic,46,Low,40,INST01,19,female
H1143-23,2022-2023,0,,,,65,High,84,INST01,18,female
H1144-21,2020-2021,0,,,,33,High,53,INST02,19,male
H950-23,2022-2023,1,08-01-2022,Late,Health,45,High,40,INST01,17,Male
H1146-21,2020-2021,0,,,,37,Medium,88,INST01,24,female
H1147-22,2021-2022,0,,,,73,Medium,56,INST01,17,MALE
H1148-23,2022-2023,0,,,,83,Medium,86,INST01,24,Female
H1149-23,2022-2023,0,,,,91,Medium,44,INST01,22,male
H1150-23,2022-2023,0,,,,45,Low,45,INST02,18,MALE
H1151-23,2022-2023,0,,,,52,High,74,INST01,21,FEMALE
H1152-23,2022-2023,0,,,,42,Low,35,INST02,25,Male
H1153-21,2020-2021,0,,,,41,Low,45,INST02,22,Male
H1543-21,2020-2021,1,04-09-2021,Late,Health,45,Low,40,INST01,19,female
H1155-21,2020-2021,0,,,,31,Medium,47,INST01,23,Male
H1529-23,2022-2023,1,03-02-2022,Late,Personal,44,Low,40,INST01,24,Male
H1157-22,2021-2022,0,,,,82,Medium,39,INST02,23,Female
H1671-21,2020-2021,1,21-09-2021,Late,Health,43,Low,40,INST01,24,male
H760-23,2022-2023,1,28-10-2021,Mid,Personal,42,Low,40,INST02,25,Female
H566-23,2022-2023,1,15-10-2021,Early,Health,41,High,40,INST02,21,Female
H1161-22,2021-2022,0,,,,76,Medium,51,INST01,25,Male
H834-23,2022-2023,1,26-07-2021,Early,Academic,39,Low,40,INST02,19,male
H1316-22,2021-2022,1,09-03-2022,Late,Personal,39,Low,40,INST01,22,Female
H1836-22,2021-2022,1,25-11-2021,Mid,Personal,39,High,40,INST02,20,male
H1667-22,2021-2022,1,04-11-2021,Mid,Financial,38,Medium,40,INST02,20,female
H1166-22,2021-2022,0,,,,68,Medium,81,INST02,24,FEMALE
H314-22,2021-2022,1,09-01-2022,Mid,Academic,37,High,40,INST02,20,FEMALE
H1168-23,2022-2023,0,,,,91,Low,73,INST01,23,female
H1959-23,2022-2023,1,27-10-2021,Mid,Academic,35,High,40,INST01,19,male
H1170-21,2020-2021,0,,,,57,Medium,58,INST01,22,female
H411-21,2020-2021,1,23-12-2021,Early,Financial,33,Low,40,INST01,19,FEMALE
H1172-21,2020-2021,0,,,,34,Medium,80,INST02,17,Female
H479-21,2020-2021,1,15-07-2021,Late,Financial,33,High,40,INST02,23,FEMALE
H1174-23,2022-2023,0,,,,62,Low,70,INST02,19,female
H1175-22,2021-2022,0,,,,93,High,55,INST01,,male
H1176-21,2020-2021,0,,,,34,Low,54,INST02,,male
H1177-21,2020-2021,0,,,,88,High,71,INST01,,MALE
H1178-22,2021-2022,0,,,,83,Low,59,INST02,,male
H237-22,2021-2022,1,24-02-2022,Late,Academic,32,High,40,INST02,18,Female
H356-23,2022-2023,1,20-06-2021,Late,Financial,32,Low,40,INST01,25,female
H703-21,2020-2021,1,23-06-2021,Mid,Health,32,Low,40,INST01,20,FEMALE
H1182-23,2022-2023,0,,,,63,Medium,44,INST02,,Female
H229-23,2022-2023,1,23-03-2022,Mid,Academic,31,Low,40,INST01,23,FEMALE
H528-22,2021-2022,1,31-01-2022,Early,Personal,30,High,40,INST01,24,Male
H1185-22,2021-2022,0,,,,48,Medium,78,INST01,,Male
H1186-23,2022-2023,0,,,,83,Medium,67,INST02,,male
H1187-23,2022-2023,0,,,,80,Low,39,INST01,,male
H1868-23,2022-2023,1,07-02-2022,Mid,Academic,29,Low,40,INST02,19,MALE
H1189-22,2021-2022,0,,,,85,Medium,77,INST02,24,MALE
H1190-22,2021-2022,0,,,,55,High,56,INST01,24,FEMALE
H1156-22,2021-2022,1,03-07-2021,Late,Financial,27,High,40,INST02,24,MALE
H1044-21,2020-2021,1,23-10-2021,Mid,Health,26,High,40,INST02,17,Male
H1193-23,2022-2023,0,,,,93,High,44,INST02,22,MALE
H1112-22,2021-2022,1,19-11-2021,Late,Academic,26,High,40,INST01,21,male
H696-23,2022-2023,1,03-06-2021,Mid,Academic,25,,40,INST01,24,Male
H1365-22,2021-2022,1,20-06-2021,Late,Health,55,Low,39,INST01,24,MALE
H1565-22,2021-2022,1,03-07-2021,Mid,Academic,55,Low,39,INST02,17,MALE
H1905-22,2021-2022,1,07-08-2021,Early,Personal,55,High,39,INST02,17,
H707-23,2022-2023,1,22-02-2022,Early,Personal,54,Medium,39,INST01,22,male
H488-23,2022-2023,1,28-01-2022,Early,Financial,52,Medium,39,INST02,25,MALE
H1201-23,2022-2023,0,,,,80,Low,54,INST02,17,female
H1405-23,2022-2023,1,05-06-2021,Early,Financial,52,Low,39,INST01,22,MALE
H249-21,2020-2021,1,01-09-2021,Late,Financial,47,High,39,INST01,22,female
H1204-23,2022-2023,0,,,,68,High,68,INST01,25,Female
H345-22,2021-2022,1,27-03-2022,Early,Academic,47,,39,INST02,22,Female
H527-21,2020-2021,1,13-01-2022,Early,Academic,47,Medium,39,INST01,17,Female
H1445-21,2020-2021,1,08-08-2021,Late,Financial,47,Medium,39,INST02,23,male
H1208-23,2022-2023,0,,,,70,High,81,INST02,24,MALE
H1209-22,2021-2022,0,,,,57,High,40,INST01,19,MALE
H1154-23,2022-2023,1,12-11-2021,Early,Health,46,High,39,INST02,23,male
H1211-23,2022-2023,0,,,,84,Medium,70,INST02,23,Male
H1212-21,2020-2021,0,,,,95,Medium,70,INST02,18,Male
H1213-23,2022-2023,0,,,,33,Medium,40,INST01,19,Female
H1511-22,2021-2022,1,19-01-2022,Early,Financial,46,Low,39,INST01,21,male
H1123-22,2021-2022,1,13-03-2022,Mid,Financial,45,Low,39,INST02,22,FEMALE
H018-22,2021-2022,1,08-03-2022,Mid,Academic,44,Medium,39,INST02,19,FEMALE
H1217-23,2022-2023,0,,,,43,Low,43,INST01,18,FEMALE
H395-23,2022-2023,1,16-01-2022,Late,Health,44,Medium,39,INST01,20,Female
H1473-22,2021-2022,1,26-02-2022,Late,Academic,44,High,39,INST01,20,Female
H1871-22,2021-2022,1,07-09-2021,Mid,Financial,44,Medium,39,INST02,22,FEMALE
H270-23,2022-2023,1,28-06-2021,Early,Academic,42,Low,39,INST02,24,female
H1222-21,2020-2021,0,,,,30,Medium,48,INST02,19,Male
H833-21,2020-2021,1,17-06-2021,Late,Personal,42,High,39,INST02,22,FEMALE
H1340-21,2020-2021,1,07-07-2021,Late,Financial,41,Low,39,INST01,19,MALE
H1225-22,2021-2022,0,,,,73,High,42,INST01,22,male
H1226-21,2020-2021,0,,,,79,Medium,88,INST01,22,MALE
H1548-22,2021-2022,1,21-11-2021,Early,Academic,41,Medium,39,INST01,20,female
H1508-21,2020-2021,1,03-10-2021,Early,Personal,39,Medium,39,INST02,24,
H1234-21,2020-2021,1,17-09-2021,Late,Academic,38,Low,39,INST02,21,male
H1230-22,2021-2022,0,,,,86,Low,86,INST01,17,Male
H1231-22,2021-2022,0,,,,72,Low,69,INST01,21,FEMALE
H1776-23,2022-2023,1,02-11-2021,Early,Academic,37,Low,39,INST02,23,male
H1233-23,2022-2023,0,,,,62,Low,78,INST01,22,male
H1987-23,2022-2023,1,20-03-2022,Mid,Personal,36,High,39,INST02,17,Female
H1409-23,2022-2023,1,17-07-2021,Early,Personal,33,Medium,39,INST02,25,MALE
H1236-21,2020-2021,0,,,,34,High,38,INST01,19,female
H874-21,2020-2021,1,24-10-2021,Early,Personal,32,,39,INST01,25,FEMALE
H1740-22,2021-2022,1,14-03-2022,Mid,Health,32,Medium,39,INST02,25,MALE
H1239-22,2021-2022,0,,,,77,Low,58,INST01,18,Male
H612-21,2020-2021,1,07-03-2022,Late,Financial,31,High,39,INST01,17,male
H1241-22,2021-2022,0,,,,89,Medium,81,INST01,23,female
H1242-22,2021-2022,0,,,,95,Medium,84,INST01,23,male
H1243-21,2020-2021,0,,,,68,Low,51,INST01,25,Male
H1244-21,2020-2021,0,,,,47,High,65,INST02,18,FEMALE
H1245-22,2021-2022,0,,,,49,Medium,58,INST01,19,FEMALE
H1246-23,2022-2023,0,,,,31,Medium,65,INST02,18,MALE
H676-22,2021-2022,1,12-08-2021,Early,Financial,30,Medium,39,INST02,22,Male
H1248-23,2022-2023,0,,,,85,Low,62,INST02,17,male
H1229-23,2022-2023,1,25-02-2022,Mid,Health,30,Low,39,INST02,24,male
H1173-22,2021-2022,1,26-02-2022,Early,Financial,29,High,39,INST02,24,male
H575-23,2022-2023,1,16-02-2022,Late,Personal,26,Medium,39,INST02,17,female
H1252-21,2020-2021,0,,,,68,Medium,65,INST02,22,male
H1253-22,2021-2022,0,,,,90,High,65,INST02,19,Male
H824-22,2021-2022,1,16-08-2021,Early,Financial,25,,39,INST02,25,Female
H1725-23,2022-2023,1,19-09-2021,Mid,Health,53,Medium,38,INST01,23,Male
H1588-22,2021-2022,1,16-07-2021,Late,Academic,52,Low,38,INST02,22,male
H1257-21,2020-2021,0,,,,53,Medium,41,INST01,24,FEMALE
H165-22,2021-2022,1,28-03-2022,Early,Financial,51,High,38,INST02,18,MALE
H1259-23,2022-2023,0,,,,30,Medium,38,INST02,25,FEMALE
H705-22,2021-2022,1,02-12-2021,Mid,Financial,50,Low,38,INST01,25,Female
H390-22,2021-2022,1,22-11-2021,Early,Academic,49,Medium,38,INST02,24,male
H894-22,2021-2022,1,28-06-2021,Early,Health,47,High,38,INST01,25,FEMALE
H1263-22,2021-2022,0,,,,82,High,46,INST01,24,FEMALE
H1264-23,2022-2023,0,,,,76,Low,46,INST01,17,female
H1297-22,2021-2022,1,01-08-2021,Mid,Academic,47,Medium,38,INST01,19,MALE
H1266-23,2022-2023,0,,,,46,Medium,44,INST01,21,female
H1054-23,2022-2023,1,07-07-2021,Mid,Academic,46,Low,38,INST01,25,male
H201-23,2022-2023,1,20-03-2022,Early,Academic,45,High,38,INST01,22,FEMALE
H1884-23,2022-2023,1,21-01-2022,Mid,Academic,39,Low,38,INST01,25,male
H886-23,2022-2023,1,03-03-2022,Late,Academic,38,Medium,38,INST01,21,MALE
H1271-22,2021-2022,0,,,,77,Low,78,INST02,21,FEMALE
H178-22,2021-2022,1,27-11-2021,Late,Health,36,Medium,38,INST02,19,female
H1273-23,2022-2023,0,,,,54,Low,45,INST02,,FEMALE
H1274-23,2022-2023,0,,,,90,Medium,88,INST02,,female
H1275-21,2020-2021,0,,,,74,Low,55,INST02,,male
H303-23,2022-2023,1,24-06-2021,Mid,Health,35,Low,38,INST01,20,female
H157-22,2021-2022,1,16-02-2022,Late,Financial,34,High,38,INST02,18,female
H1474-23,2022-2023,1,08-02-2022,Early,Health,34,High,38,INST02,24,Male
H1279-22,2021-2022,0,,,,85,Low,89,INST02,,male
H1608-23,2022-2023,1,31-10-2021,Mid,Financial,34,Low,38,INST01,22,Male
H013-22,2021-2022,1,10-07-2021,Early,Health,33,Medium,38,INST02,17,female
H769-22,2021-2022,1,09-11-2021,Late,Personal,32,,38,INST01,22,MALE
H1283-23,2022-2023,0,,,,58,Low,,INST02,19,FEMALE
H1284-23,2022-2023,0,,,,66,Low,,INST02,23,MALE
H1285-21,2020-2021,0,,,,44,Medium,60,INST01,17,MALE
H1552-21,2020-2021,1,04-08-2021,Mid,Financial,32,Low,38,INST02,20,male
H291-22,2021-2022,1,17-03-2022,Late,Academic,30,Low,38,INST02,21,male
H1288-23,2022-2023,0,,,,55,High,72,INST01,19,FEMALE
H1289-23,2022-2023,0,,,,56,Medium,38,INST01,24,male
H1290-22,2021-2022,0,,,,65,High,84,INST02,18,male
H1291-22,2021-2022,0,,,,51,Low,47,INST01,23,male
H1292-23,2022-2023,0,,,,77,Low,60,INST01,18,Female
H1293-23,2022-2023,0,,,,74,Low,48,INST01,21,MALE
H1294-22,2021-2022,0,,,,89,High,66,INST01,19,MALE
H1798-21,2020-2021,1,08-11-2021,Late,Personal,30,Low,38,INST01,20,FEMALE
H1296-21,2020-2021,0,,,,65,Medium,45,INST02,22,Female
H1321-21,2020-2021,1,21-10-2021,Mid,Financial,29,High,38,INST02,24,female
H1298-21,2020-2021,0,,,,78,Low,76,INST01,21,Male
H1389-22,2021-2022,1,13-09-2021,Late,Health,29,High,38,INST01,20,FEMALE
H954-21,2020-2021,1,16-02-2022,Mid,Personal,28,Low,38,INST01,19,Female
H1301-21,2020-2021,0,,,,58,High,45,INST01,23,female
H870-23,2022-2023,1,17-12-2021,Late,Personal,27,Low,38,INST02,19,Male
H1303-23,2022-2023,0,,,,50,Medium,,INST02,22,MALE
H1304-23,2022-2023,0,,,,30,High,,INST02,18,MALE
H1623-21,2020-2021,1,03-07-2021,Late,Personal,27,High,38,INST02,20,female
H1306-23,2022-2023,0,,,,84,Low,,INST01,19,Female
H920-23,2022-2023,1,14-01-2022,Late,Financial,26,Medium,38,INST02,21,female
H1010-23,2022-2023,1,26-02-2022,Mid,Health,25,Low,38,INST01,20,MALE
H864-21,2020-2021,1,07-08-2021,Early,Academic,,Low,38,INST02,25,female
H1310-23,2022-2023,0,,,,71,High,69,INST02,17,Male
H865-22,2021-2022,1,12-11-2021,Late,Health,,Low,38,INST02,24,female
H1050-23,2022-2023,1,05-02-2022,Mid,Financial,55,High,37,INST01,22,female
H1313-21,2020-2021,0,,,,66,Medium,85,INST01,22,Male
H1438-22,2021-2022,1,06-06-2021,Late,Financial,54,Medium,37,INST01,20,Female
H1670-21,2020-2021,1,30-08-2021,Early,Academic,54,High,37,INST01,21,male
H952-21,2020-2021,1,27-07-2021,Late,Health,53,Medium,37,INST01,18,male
H1524-22,2021-2022,1,08-06-2021,Late,Academic,53,Low,37,INST02,17,MALE
H1318-22,2021-2022,0,,,,85,Low,52,INST02,20,MALE
H561-23,2022-2023,1,26-09-2021,Mid,Personal,52,High,37,INST01,19,Male
H1320-23,2022-2023,0,,,,49,Medium,79,INST01,24,male
H1280-21,2020-2021,1,14-07-2021,Late,Financial,52,Medium,37,INST01,23,Female
H1322-22,2021-2022,0,,,,59,Low,,INST02,19,Female
H1082-21,2020-2021,1,24-08-2021,Mid,Financial,50,Medium,37,INST02,19,FEMALE
H354-22,2021-2022,1,24-01-2022,Mid,Academic,49,Low,37,INST02,22,Male
H708-23,2022-2023,1,22-12-2021,Mid,Health,48,High,37,INST02,24,male
H973-21,2020-2021,1,26-02-2022,Early,Academic,48,Medium,37,INST02,17,male
H1327-21,2020-2021,0,,,,85,High,,INST01,25,Male
H1030-22,2021-2022,1,04-07-2021,Late,Financial,46,,37,INST02,25,Male
H1221-23,2022-2023,1,17-03-2022,Late,Health,46,High,37,INST02,18,male
H203-23,2022-2023,1,04-03-2022,Late,Financial,44,Medium,37,INST02,23,Male
H1424-22,2021-2022,1,25-11-2021,Early,Personal,42,Low,37,INST02,20,Male
H1332-23,2022-2023,0,,,,71,High,82,INST01,22,Male
H1880-23,2022-2023,1,12-10-2021,Mid,Personal,42,Low,37,INST02,21,Female
H619-22,2021-2022,1,17-09-2021,Early,Financial,39,High,37,INST02,17,male
H882-22,2021-2022,1,29-06-2021,Mid,Financial,39,Medium,37,INST01,24,Female
H1336-22,2021-2022,0,,,,55,High,75,INST02,24,Male
H1337-22,2021-2022,0,,,,44,Low,50,INST01,24,Female
H1338-23,2022-2023,0,,,,42,Medium,82,INST02,17,Female
H939-23,2022-2023,1,30-11-2021,Late,Financial,39,High,37,INST01,18,Female
H1315-23,2022-2023,1,27-10-2021,Early,Financial,39,High,37,INST01,25,Female
H1575-22,2021-2022,1,09-11-2021,Early,Personal,39,Low,37,INST02,25,female
H1342-22,2021-2022,0,,,,82,Medium,70,INST02,22,male
H1343-23,2022-2023,0,,,,34,Low,57,INST02,17,FEMALE
H1994-21,2020-2021,1,26-06-2021,Late,Financial,39,Medium,37,INST01,25,MALE
H1345-21,2020-2021,0,,,,90,Low,77,INST02,24,Female
H1346-21,2020-2021,0,,,,78,Medium,43,INST01,24,Male
H1347-22,2021-2022,0,,,,70,Low,46,INST02,20,Female
H1348-23,2022-2023,0,,,,82,High,,INST02,18,FEMALE
H1349-23,2022-2023,0,,,,54,High,,INST01,22,male
H1598-23,2022-2023,1,03-01-2022,Late,Personal,38,Medium,37,INST02,22,MALE
H1351-21,2020-2021,0,,,,73,High,,INST02,18,female
H1711-22,2021-2022,1,13-03-2022,Early,Health,38,Medium,37,INST01,24,female
H1353-21,2020-2021,0,,,,31,Medium,,INST02,23,female
H1354-22,2021-2022,0,,,,31,High,46,INST01,17,female
H1355-22,2021-2022,0,,,,54,Low,45,INST02,19,male
H340-23,2022-2023,1,22-08-2021,Early,Health,37,,37,INST01,20,male
H1357-21,2020-2021,0,,,,48,Low,81,INST01,25,Female
H1936-22,2021-2022,1,20-10-2021,Late,Personal,37,Low,37,INST02,23,Female
H1359-21,2020-2021,0,,,,47,High,36,INST02,23,female
H1562-21,2020-2021,1,28-11-2021,Late,Personal,36,Low,37,INST02,23,MALE
H1361-21,2020-2021,0,,,,62,Low,68,INST02,21,Male
H775-23,2022-2023,1,01-10-2021,Early,Health,35,High,37,INST01,25,female
H1363-23,2022-2023,0,,,,75,Low,64,INST02,23,Female
H1652-23,2022-2023,1,02-08-2021,Mid,Financial,35,Low,37,INST02,21,Male
H260-22,2021-2022,1,18-11-2021,Early,Personal,33,High,37,INST01,18,female
H1366-23,2022-2023,0,,,,33,Low,54,INST01,25,female
H1367-22,2021-2022,0,,,,66,Low,61,INST01,25,FEMALE
H905-23,2022-2023,1,13-11-2021,Late,Academic,33,,37,INST02,24,Male
H1369-22,2021-2022,0,,,,61,Low,,INST02,21,female
H913-22,2021-2022,1,15-02-2022,Late,Health,33,Low,37,INST01,,FEMALE
H1371-21,2020-2021,0,,,,90,Medium,,INST02,20,male
H1372-23,2022-2023,0,,,,53,Low,,INST01,18,MALE
H1254-21,2020-2021,1,24-11-2021,Early,Health,33,Medium,37,INST02,23,male
H1374-22,2021-2022,0,,,,37,Low,,INST01,25,FEMALE
H1983-23,2022-2023,1,16-07-2021,Early,Health,32,Low,37,INST01,25,Female
H1932-22,2021-2022,1,13-02-2022,Late,Financial,31,Medium,37,INST02,18,male
H1377-23,2022-2023,0,,,,64,High,80,INST01,23,Male
H1378-21,2020-2021,0,,,,36,High,83,INST02,18,male
H1379-23,2022-2023,0,,,,90,Medium,54,INST02,19,Female
H1380-22,2021-2022,0,,,,33,Low,51,INST01,19,MALE
H1381-22,2021-2022,0,,,,78,Low,53,INST01,23,Male
H1382-21,2020-2021,0,,,,39,Low,77,INST02,21,male
H642-23,2022-2023,1,28-11-2021,Mid,Financial,28,Low,37,INST01,23,Female
H773-22,2021-2022,1,21-09-2021,Early,Health,27,High,37,INST01,23,MALE
H1207-21,2020-2021,1,27-06-2021,Mid,Financial,27,High,37,INST01,25,FEMALE
H1386-22,2021-2022,0,,,,80,Low,44,INST01,22,Female
H1387-23,2022-2023,0,,,,89,Medium,45,INST02,20,Male
H1437-21,2020-2021,1,12-08-2021,Early,Academic,27,Medium,37,INST01,17,MALE
H682-23,2022-2023,1,22-07-2021,Early,Financial,55,Medium,36,INST02,22,female
H1390-23,2022-2023,0,,,,82,Medium,,INST02,21,MALE
H1391-21,2020-2021,0,,,,77,Medium,,INST02,17,Male
H1392-22,2021-2022,0,,,,79,Medium,,INST02,23,male
H1220-23,2022-2023,1,14-08-2021,Late,Financial,55,High,36,INST01,18,FEMALE
H764-23,2022-2023,1,17-07-2021,Mid,Personal,54,Medium,36,INST01,24,MALE
H944-22,2021-2022,1,12-01-2022,Early,Personal,54,,36,INST01,17,Female
H829-22,2021-2022,1,31-08-2021,Early,Health,53,Low,36,INST02,21,female
H050-23,2022-2023,1,12-06-2021,Mid,Financial,51,Medium,36,INST02,19,male
H1398-23,2022-2023,0,,,,74,Low,88,INST01,18,female
H1399-21,2020-2021,0,,,,88,High,77,INST01,20,FEMALE
H1400-23,2022-2023,0,,,,64,Medium,62,INST02,20,male
H1401-23,2022-2023,0,,,,49,Medium,75,INST02,19,FEMALE
H1402-23,2022-2023,0,,,,63,Low,40,INST02,17,Male
H1106-22,2021-2022,1,03-02-2022,Early,Health,51,Low,36,INST01,21,male
H323-21,2020-2021,1,25-12-2021,Early,Health,49,High,36,INST01,21,female
H1001-22,2021-2022,1,24-11-2021,Early,Financial,49,High,36,INST01,25,MALE
H1406-22,2021-2022,0,,,,91,High,62,INST02,24,female
H392-21,2020-2021,1,12-03-2022,Late,Financial,47,Medium,36,INST02,20,female
H1108-22,2021-2022,1,19-02-2022,Late,Financial,46,Low,36,INST01,22,Female
H1167-22,2021-2022,1,02-06-2021,Late,Personal,44,Low,36,INST01,24,MALE
H1410-21,2020-2021,0,,,,55,Low,56,INST02,18,MALE
H289-22,2021-2022,1,22-09-2021,Mid,Health,43,Medium,36,INST02,18,female
H1412-21,2020-2021,0,,,,32,Medium,70,INST01,20,FEMALE
H1890-23,2022-2023,1,27-07-2021,Late,Personal,43,Medium,36,INST01,19,Male
H1414-23,2022-2023,0,,,,87,Low,70,INST01,22,female
H1415-22,2021-2022,0,,,,66,High,40,INST02,19,Female
H1592-23,2022-2023,1,23-10-2021,Late,Health,42,Low,36,INST01,22,male
H1417-23,2022-2023,0,,,,71,Medium,,INST02,20,MALE
H1418-22,2021-2022,0,,,,64,High,,INST02,18,female
H1419-21,2020-2021,0,,,,52,High,,INST02,25,female
H1504-22,2021-2022,1,22-02-2022,Early,Financial,40,Medium,36,INST02,25,female
H1421-22,2021-2022,0,,,,68,Medium,68,INST02,21,MALE
H1422-22,2021-2022,0,,,,41,Medium,67,INST01,23,FEMALE
H1423-21,2020-2021,0,,,,48,Low,86,INST02,25,Male
H963-21,2020-2021,1,19-01-2022,Early,Academic,39,Medium,36,INST02,20,FEMALE
H1180-23,2022-2023,1,22-08-2021,Early,Academic,39,Medium,36,INST01,,male
H1426-23,2022-2023,0,,,,71,High,62,INST01,23,male
H1427-23,2022-2023,0,,,,85,High,66,INST01,23,Female
H1428-21,2020-2021,0,,,,91,Low,48,INST01,18,MALE
H1429-23,2022-2023,0,,,,89,Low,45,INST01,23,male
H1430-23,2022-2023,0,,,,58,High,70,INST01,24,MALE
H1431-22,2021-2022,0,,,,72,Medium,69,INST01,22,female
H1692-23,2022-2023,1,30-07-2021,Mid,Health,39,Low,36,INST02,23,FEMALE
H1973-23,2022-2023,1,10-09-2021,Early,Academic,39,Low,36,INST02,19,
H164-22,2021-2022,1,21-06-2021,Early,Financial,38,Medium,36,INST01,21,female
H1435-23,2022-2023,0,,,,55,Low,70,INST02,22,Female
H252-22,2021-2022,1,02-07-2021,Late,Personal,38,Medium,36,INST02,25,Male
H951-23,2022-2023,1,13-07-2021,Early,Academic,38,Medium,36,INST02,19,Male
H891-23,2022-2023,1,12-03-2022,Late,Financial,37,Medium,36,INST01,21,FEMALE
H1439-21,2020-2021,0,,,,84,Low,58,INST01,18,male
H1440-22,2021-2022,0,,,,79,Medium,54,INST01,20,male
H1441-23,2022-2023,0,,,,55,Medium,53,INST01,23,male
H1442-21,2020-2021,0,,,,93,Medium,88,INST02,19,female
H1550-23,2022-2023,1,02-02-2022,Late,Health,37,Low,36,INST02,17,FEMALE
H1026-21,2020-2021,1,11-07-2021,Early,Health,36,Medium,36,INST01,25,male
H1407-23,2022-2023,1,03-10-2021,Late,Academic,36,Medium,36,INST01,20,MALE
H1446-22,2021-2022,0,,,,80,Medium,63,INST02,22,Male
H1447-23,2022-2023,0,,,,77,High,50,INST01,20,FEMALE
H366-22,2021-2022,1,02-11-2021,Mid,Personal,35,Medium,36,INST02,17,male
H432-21,2020-2021,1,18-06-2021,Mid,Academic,34,High,36,INST02,20,female
H376-21,2020-2021,1,27-11-2021,Mid,Personal,32,Low,36,INST01,24,MALE
H1451-22,2021-2022,0,,,,70,Medium,74,INST02,23,FEMALE
H1841-21,2020-2021,1,26-12-2021,Mid,Personal,30,High,36,INST01,25,
H681-21,2020-2021,1,07-01-2022,Mid,Financial,28,Low,36,INST02,19,male
H1454-23,2022-2023,0,,,,94,High,35,INST01,20,Male
H1455-23,2022-2023,0,,,,49,Low,57,INST01,17,male
H1456-23,2022-2023,0,,,,67,High,45,INST02,25,male
H1457-22,2021-2022,0,,,,63,Medium,59,INST01,24,Female
H689-23,2022-2023,1,25-07-2021,Early,Financial,27,Low,36,INST01,19,FEMALE
H148-21,2020-2021,1,07-02-2022,Mid,Health,26,High,36,INST01,25,male
H1676-23,2022-2023,1,18-06-2021,Late,Academic,26,High,36,INST02,21,Male
H1461-23,2022-2023,0,,,,76,Medium,47,INST01,21,Female
H1462-23,2022-2023,0,,,,39,Low,88,INST01,18,Male
H784-21,2020-2021,1,09-02-2022,Mid,Health,25,High,36,INST02,18,Male
H1464-22,2021-2022,0,,,,83,High,53,INST01,23,FEMALE
H1195-22,2021-2022,1,22-12-2021,Early,Academic,25,Medium,36,INST01,20,female
